1	7.19	7.6	203.37	11.5	0.30541	0.924	0.33053	3	88.5	1	0.52447	17.169	0.08442
1	7.19	7.6	229.1	10.5	0.30541	0.924	0.33053	3	89.5	1	0.46557	17.363	0.07579
1	7.19	7.6	257.92	9.5	0.30541	0.924	0.33053	3	90.5	1	0.41354	17.557	0.06807
1	7.19	7.6	290.52	8.6	0.30541	0.924	0.33053	3	91.4	0.9	0.36714	17.7316	0.06103
1	7.19	7.6	327.31	7.7	0.30541	0.924	0.33053	3	92.3	0.9	0.32587	17.9062	0.05471
1	7.19	7.6	367.28	6.7	0.30541	0.924	0.33053	3	93.3	1	0.29041	18.1002	0.04928
1	7.19	7.6	413.74	5.8	0.30541	0.924	0.33053	3	94.2	0.9	0.2578	18.2748	0.04417
1	7.19	7.6	464.9	4.8	0.30541	0.924	0.33053	3	95.2	1	0.22943	18.4688	0.03973
1	7.19	7.6	523.88	3.8	0.30541	0.924	0.33053	3	96.2	1	0.2036	18.6628	0.03562
1	7.19	7.6	589.36	3	0.30541	0.924	0.33053	3	97	0.8	0.18098	18.818	0.03193
1	7.19	7.6	662.65	2.4	0.30541	0.924	0.33053	3	97.6	0.6	0.16096	18.9344	0.02857
1	7.19	7.6	744.5	1.9	0.30541	0.924	0.33053	3	98.1	0.5	0.14327	19.0314	0.02556
1	7.19	7.6	838.09	1.4	0.30541	0.924	0.33053	3	98.6	0.5	0.12727	19.1284	0.02282
1	7.19	7.6	942.25	1	0.30541	0.924	0.33053	3	99	0.4	0.1132	19.206	0.02038
1	7.19	7.6	1059.29	0.6	0.30541	0.924	0.33053	3	99.4	0.4	0.10069	19.2836	0.0182
1	7.19	7.6	1190.91	0.4	0.30541	0.924	0.33053	3	99.6	0.2	0.08956	19.3224	0.01622
1	7.19	7.6	1338.68	0.2	0.30541	0.924	0.33053	3	99.8	0.2	0.07968	19.3612	0.01446
1	7.19	7.6	1504.79	0.1	0.30541	0.924	0.33053	3	99.9	0.1	0.07088	19.3806	0.01288
1	7.19	7.6	1691.64	0	0.30541	0.924	0.33053	3	100	0.1	0.06305	19.4	0.01147
1	7.19	7.6	1902	0	0.30541	0.924	0.33053	3	100	0	0.05608	19.4	0.0102
1	7.19	7.6	2137.11	0	0.30541	0.924	0.33053	3	100	0	0.04991	19.4	0.00908
1	7.19	7.6	2403.98	0	0.30541	0.924	0.33053	3	100	0	0.04437	19.4	0.00807
1	7.19	7.6	2701.83	0	0.30541	0.924	0.33053	3	100	0	0.03948	19.4	0.00718
1	7.19	7.6	3035.63	0	0.30541	0.924	0.33053	3	100	0	0.03514	19.4	0.00639
1	7.19	7.6	3413.09	0	0.30541	0.924	0.33053	3	100	0	0.03125	19.4	0.00568
1	7.19	7.6	3837.49	0	0.30541	0.924	0.33053	3	100	0	0.02779	19.4	0.00506
1	7.19	7.6	4309.77	0	0.30541	0.924	0.33053	3	100	0	0.02475	19.4	0.0045
1	7.19	7.6	4841.05	0	0.30541	0.924	0.33053	3	100	0	0.02203	19.4	0.00401
1	7.19	7.6	5441.96	0	0.30541	0.924	0.33053	3	100	0	0.0196	19.4	0.00356
1	7.19	7.6	6119.66	0	0.30541	0.924	0.33053	3	100	0	0.01743	19.4	0.00317
1	7.19	7.6	6877.54	0	0.30541	0.924	0.33053	3	100	0	0.01551	19.4	0.00282
1	7.19	7.6	7730.42	0	0.30541	0.924	0.33053	3	100	0	0.0138	19.4	0.00251
1	7.19	7.6	8690.47	0	0.30541	0.924	0.33053	3	100	0	0.01227	19.4	0.00223
1	7.19	7.6	9771.88	0	0.30541	0.924	0.33053	3	100	0	0.01092	19.4	0.00199
1	7.19	7.6	10987.68	0	0.30541	0.924	0.33053	3	100	0	0.00971	19.4	0.00177
1	7.19	7.6	12350.92	0	0.30541	0.924	0.33053	3	100	0	0.00864	19.4	0.00157
1	7.19	7.6	13887.48	0	0.30541	0.924	0.33053	3	100	0	0.00768	19.4	0.0014
1	7.19	7.6	15609.03	0	0.30541	0.924	0.33053	3	100	0	0.00683	19.4	0.00124
1	7.19	7.6	17547.03	0	0.30541	0.924	0.33053	3	100	0	0.00608	19.4	0.00111
1	7.19	7.6	19727.8	0	0.30541	0.924	0.33053	3	100	0	0.00541	19.4	0.00098
1	7.19	7.6	22190.44	0	0.30541	0.924	0.33053	3	100	0	0.00481	19.4	0.00087
1	7.19	7.6	24949.46	0	0.30541	0.924	0.33053	3	100	0	0.00428	19.4	0.00078
1	7.19	7.6	28048.55	0	0.30541	0.924	0.33053	3	100	0	0.0038	19.4	0.00069
1	7.19	7.6	31530.35	0	0.30541	0.924	0.33053	3	100	0	0.00338	19.4	0.00062
1	7.19	7.6	35440.36	0	0.30541	0.924	0.33053	3	100	0	0.00301	19.4	0.00055
1	7.19	7.6	39840.72	0	0.30541	0.924	0.33053	3	100	0	0.00268	19.4	0.00049
1	7.19	7.6	44779.02	0	0.30541	0.924	0.33053	3	100	0	0.00238	19.4	0.00043
1	7.19	7.6	50318.69	0	0.30541	0.924	0.33053	3	100	0	0.00212	19.4	0.00039
1	7.19	7.6	56564.23	0	0.30541	0.924	0.33053	3	100	0	0.00189	19.4	0.00034
1	7.19	7.6	59970.88	0	0.30541	0.924	0.33053	3	100	0	0.00178	19.4	0.00032
